Name,Price,Brand,Description,Notes,Image URL
Labyrinth Of Spices Extrait de Parfum,1243,Alghabra Parfums," Few world landmarks represent quite the smorgasboard of olfactory delights as the Grand Bazaar in Istanbul. With over 4,000 shops across more than 60 covered streets, it's a veritable cornucopia of fragrant treasures, from spice and tea markets to exotic fruits to exquisite leather and woodwork. Labyrinth Of Spices, as you might expect, is a sweeping journey through this iconic and bustling marketplace and its many aromas- a treasure chest of sweets, spices, woods, and more- but for anyone who appreciates the sophistication of a gentler touch, we're pleased to report that the experience is as smooth and luxurious as a palanquin ride. Cardamom-infused coffee, sweet clove, and fiery nutmeg anchor the rich bouquet of spices, while green galbanum and sharp lavender inject a bright, fresh balance. ultimately, a wave of smooth, gently musky woods bring everything together in a soothing, surprisingly cohesive scent that feels like a representation of the Grand Bazaar as a whole. In other words, explore this Labyrinth to your heart's content- we promise you'll find your way to the other side."," Turkish coffee, pineapple, galbanum, tobacco, clove, cinnamon, nutmeg, anise, lavender, tonka, cardamom, amber, sandalwood, cedar, vetiver, oakmoss, woody musk",https://static.luckyscent.com/images/products/81008.jpg?width=400&404=product.png
Ottoman Treasure Extrait de Parfum,2968,Alghabra Parfums," As the center of Sultanic power during the early centuries of the Ottoman Empire, Istanbul's Topkapi Palace is a majestic and sprawling complex, one that could be explored over a lifetime without ever fully revealing its secrets. Ottoman Treasure, the latest from Alghabra, gives this marvelous Palace the tribute it deserves with a rich, complex, compelling oriental scent with plenty of hidden depth of its own. A quick glimpse at the listed notes should give you some sense of what you're in for- there's hardly a traditional top note to be found. Instead, Ottoman Treasure emerges right from the bottle in a hypnotic swirl of smoky white oud and resinous labdanum, lightened only with the gentler smoke of pure olibanum incense and a spicy pop of pink pepper berries. But even with additional notes of earthy patchouli and golden amber in the mix, the composition, like the Palace itself, always leaves space beneath the high-vaulted ceilings for exploration and discovery, as a distinctively mossy basenote keeps overt heaviness at bay despite the powerful richness. Mysterious, regal, intriguing- Ottoman Treasure is everything something seeking a complex yet wearable oriental could ever hope for."," White oud, cistus labdanum, patchouli, olibanum, pink pepper, gurjun balsam, amber, moss, vetiver",https://static.luckyscent.com/images/products/81009.jpg?width=400&404=product.png
Royal Sapphire Extrait de Parfum,1226,Thameen," The Imperial State Crown and Sceptre of the United Kingdom, the most precious of the Crown Jewels, share a signature stone- the sapphire. It is the awe-inspiring beauty and resonant depth of this precious, prodigious gemstone that makes up the inspiration for Royal Sapphire, an opulent blend of fruits, florals, and ambered woods that manages to delight and enchant all at once. True to its name, Royal Sapphire opens regal and sparkling, with a stunningly perfect top note of bergamot- sparkling, bright, sophisticated- paired with sweet, juicy mandarin. This mouthwatering duo only increases in potency as a dynamic and lovely orange blossom-led white floral heart adds romantic and regal depth. As a rich amber blends with dry woods in the base, the effect is mesmerising- a fragrance lively and joyful enough to captivate lovers of fruity florals and gourmands, yet as sophisticated as the Crown Jewels themselves. In short- Royal Sapphire is a gem you simply must add to your private collection."," Bergamot, mandarin, orange blossom, jasmine, ambergris, patchouli, moss, amber, dry wood",https://static.luckyscent.com/images/products/73422.jpg?width=400&404=product.png
Kintsugi Eau de Parfum,1440,Masque Milano," ""Cherish the simple. Cherish the old. Do not hide your scars, show them with pride.""This simple yet powerful sentiment perfectly captures the ethos behind the ancient Japanese technique of Kintsugi, or Kintsukuroi, which repairs broken pottery using gold-infused lacquer, highlighting instead of obfuscating the cracks and celebrating the beauty and strength of imperfection. With this as inspiration, Masque Milano and perfumer Vanina Muracciole delivers a ""rediscovered"" chypre, pieced back together with a golden vein of suede leather that both restores and reimagines the structure of the style. Traditional elements of bright, bracing bergamot and rich, refined patchouli remain, but oakmoss has been replaced with a salty, savory amber accord that complements the glowing suede heart with an unmistakable fine-grain shimmer. A lovely touch of femininity comes by way of fresh, elegant Grasse rose centifolia and watery magnolia, while the aforementioned patchouli- fractionally distilled to strip away the mustiest aspects- rebalances the composition to sophisticated, unisex bliss. Whether you're a chypre lover looking for a loving reinterpretation, or simply a fan of Masque Milano's elegant yet unpretentious, creator-driven fragrances, Kintsugi is every bit the sparkling treasure its name makes it out to be."," Bergamot, magnolia, amber, suede, rose, violet leaf, benzoin, raspberry leaf, patchouli, vanilla",https://static.luckyscent.com/images/products/64010.jpg?width=400&404=product.png
Osmanthus Elixir Parfum,1480,Ormonde Jayne," While always beautiful, many osmanthus scents carry a hint of melancholy- a trend that Ormonde Jayne's Osmanthus EDP refreshingly sidestepped by creating an osmanthus fragrance bursting with sweet citrus and fresh, crisp florals- a sunlit delight. Osmanthus Elixir knows better than to temper that joyful sensation, and this Parfum does indeed have every bit of the intoxicating citrus pop of the original, meshing with fiery pepper and wild green notes to create a truly ecstatic energy that redefines osmanthus as a floral of brightness and cheer. But the added concentration of the Elixir also allows for a new depth and profundity- a woody, ambered fortitude to the base that provides more richness than the original, all without sacrificing a single ray of sunshine. Sparkling, romantic, and full of joy, Osmanthus Elixir is bliss in a bottle. What We Think All the wonderful brightness and sophisticated, fun florals of the original, with vastly improved longevity and a touch of amber."," Pomelo, davana, pimento, osmanthus, water lily, jasmine, cedar, labdanum, musk, vetiver",https://static.luckyscent.com/images/products/77756.jpg?width=400&404=product.png
Isfarkand Elixir Parfum,2055,Ormonde Jayne," Isfarkand has always had a unique alchemy to its formula- on paper, it's a simple combination of citrus, cedar, and vetiver, and yet there's an abiding magic to how it wears on skin- clean, bright, modern, and transparent, each note blends into those surrounding it to create an enveloping, energizing, modern, and yet supremely easy going potion- a true ""aura"" of stylish and casual panache perfect for almost any situation. Isfarkand Elixir knows not to mess too much with a good thing, but the added Parfum strength gives us a chance to eat our cake and still have it too- while the citrus top still sparkles brightly, a more concentrated cedar note now hums with soft yet potent energy- a rebalance that adds significant longevity and a new layer of complexity in the base. All of style that made you fall in love with Isfarkand the first time, and now even more substance to match. What We Think Still very much the fresh, woodsy, modern Isfarkand we love, with much improved longevity and stronger cedar."," Lime, mandarin, bergamot, iso-e super, cedar, vetiver, moss",https://static.luckyscent.com/images/products/77757.jpg?width=400&404=product.png
Ta'if Elixir Parfum,1268,Ormonde Jayne," The Ta'if rose- greener, spicier, more vibrant than the lusher European varietals- was the perfect centerpiece to the original Ta'if EDP, where sweet spice and gentle, watery florals defined a light, elegant rose scent with a restrained touch of gourmand exoticism. In Elixir form, however, a dramatic new element emerges with the addition of precious Cambodian oudh, which introduces a rich, warm, animalic sensuality. While it'd be hard to argue that this doesn't add some heaviness to a previously lighter-than-air composition, we urge you to think of Ta'if Elixir as its own, separate fragrance- one where the oudh turns the peppery florals into something sweepingly romantic and thoroughly, three-dimensionally gorgeous. Ta'if Elixir is a scent to be worn with reckless abandon, a breathtaking perfume of tremendous presence and timeless elegance. What We Think Quite different from the airy, subtle Ta'if EDP, and miles apart from a typical rose-oud combination as well. Deep, rich, and authentically warm and animalic."," Pink pepper, saffron, dates, rose, freesia, orange blossom, jasmine, broom, amber, oudh",https://static.luckyscent.com/images/products/77758.jpg?width=400&404=product.png
Royal Elixir Parfum,1866,Ormonde Jayne," Ambre Royal Eau de Parfum was, and is, a head-turner. From the surprisingly bright green and citrus opening to the sweet and spicy florals, it was a decidedly new kind of amber scent- all of the dreamy indulgence of amber, but none of the heaviness. Royal Elixir doesn't mess with a perfect thing, and so the key notes of Ambre Royal are unaltered- bergamot, jasmine, amber, patchouli. And yet, when concentrated to parfum strength for the Elixir, new heights of complexity are reached- sweet, fresh, warm, and powdery elements intertwine with hypnotic power. And just like that, one of our all time favorite amber scents gets even more unique. What We Think Like the original Ambre Royal, a sophisticated, elegant floral amber- the Elixir concentration brings out the full lushness of the romantic florals and the powdered richness of the tonka and patchouli."," Green notes, orange, bergamot, jasmine, rose, amber, cedar, ambroxan, tonka, patchouli, musk",https://static.luckyscent.com/images/products/77759.jpg?width=400&404=product.png
Ormonde Elixir Parfum,1952,Ormonde Jayne," The signature Ormonde Man & Woman eaux de parfum are famous for a reason- featuring a distinctively seductive note of black hemlock, their spicy, aromatic sophistication was, and remains, a breath of fresh air. Now, Ormonde Jayne has taken the shared DNA of both Ormonde Man and Ormonde Woman and produced Ormonde Elixir, a truly stunning, altogether new interpretation. The famed black hemlock is back, along with aromatic cedar and rich cardamom, but in the Elixir, a warm, sensual note of exquisite Cambodian oudh finds alluring, animalic new depth. There's never been a better way to experience the signature of this stunning house. What We Think The distinctive aromatic freshness and spice of Ormonde Man and Ormonde Woman- already quite sexy!- gets an upgrade in both sensuality and sophistication with a perfect complement of warm, strong, just-the-right-amount-of-animalic oudh."," Cardamom, coriander, grass oil, black hemlock, violet, jasmine, cedar, amber, sandalwood, oudh",https://static.luckyscent.com/images/products/77760.jpg?width=400&404=product.png
Tuscan Leather Travel Atomizer,1817,TOM FORD Private Blend," Tom Ford's beloved and ultra sexy olfactory ode to fine leatherwork, now available in a deluxe travel-appropriate atomizer spray with a magnetic closure."," Leather, olibanum, night blooming jasmine, black suede Click Here For Ingredients √óClose Tuscan Leather Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/635081.jpg?width=400&404=product.png
Noir de Noir Travel Atomizer,2965,TOM FORD Private Blend," The ravishingly sensual midnight rose of Noir de Noir, now available in a stylish and convenient travel spray with magnetic closure."," Saffron, truffle, rose, patchouli, tree moss, oud, vanilla Click Here For Ingredients √óClose Noir de Noir Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/635082.jpg?width=400&404=product.png
Cairo Eau de Parfum,1221,Penhaligons," The sun of an ancient city rising slowly over the citadel, like gold to fill the sky. Now, the early morning murmur of life is about to burst through in a Mediterranean melting-pot home to a thousand minarets and a thousand fragrant gems. This is the aroma of Cairo, a breathtakingly gorgeous new scent from Penhaligon's that blends exotic and modern together in a perfect tribute to a metropolis that has housed both gods and humans for untold millenia. Damascan Rose is macerated in an abundance of woods and spices. An ornate and sumptuous composition that echos with saffron and incense, per fumum, the perfume of the gods. Patchouli and vanilla sign the base with the familiar reassurance of dusk. It's a rich, sweepingly regal scent- a perfect tribute to the world's original eternal city."," Rose, saffron, labdanum, cypriol, vanilla, patchouli, sandalwood, cedar",https://static.luckyscent.com/images/products/441051.jpg?width=400&404=product.png
Neroli Intense Eau de Parfum,1601,PARFUMS DE NICOLAI," The Queen of Niche, the Queen of French Perfume- there are so many titles one could give to the astoundingly accomplished Patricia de Nicolai, but perhaps her favorite is a simple one: the Queen of Neroli. Indeed, she is an unquestioned master of every facet of the orange tree, from the soothingly fresh blossom to the bitter stem to the juicy fruit, and her mastery is entirely on display in Neroli Intense, which features every aspect of the orange tree- neroli, orange, petitgrain- in a beautifully fresh, lushly floral, utterly intoxicating fragrance. Pittosporum flower enriches the white floral elegance, while beeswax absolute and hints of patchouli and white musk add depth. If you love the classic beauty and freshness of neroli, Neroli Intense is a must try."," Neroli, mandarin, orange, tarragon, pittosporum, petitgrain, patchouli, musk, beeswax",https://static.luckyscent.com/images/products/313059.jpg?width=400&404=product.png
Brume du Matin Eau de Parfum,1188,Fragrance du Bois," For a house that made its name with rich, vintage-feeling compositions and extraordinary oud, Fragrance du Bois sure does know how to make a delightful fresh scent as well. The latest example is Brume du Matin, a gorgeously delicate summer floral that truly does capture the refreshing bliss of a misty seaside morning. Brume du Matin opens with a perfect evocation of the first rays of sun piercing the marine layer, as mandarin and bergamot shine through a smooth, foglike heart of soft summer florals and juicy but deliberately unsweetened peach and plum. Peony lovers especially should swoon at the lush, playful tones of the floral bouquet, which in turn lead into a gently creamy base of soft woods, amber, and white musk that resonate comfort long after the real fog has given way to summer sunshine. Fresh, fun, and deeply soothing, Brume du Matin is simply lovely."," Mandarin, bergamot, peach, plum, rose, violet, jasmine, peony, amber, woods, white musk.",https://static.luckyscent.com/images/products/757026.jpg?width=400&404=product.png
Cuir de Chine Eau de Parfum,1901,Les Indemodables," In Les Ind√©modables' Cuir de Chine (îúChinese Leatherîù), the usually delicate, apricot-faceted osmanthus note is boldly paired with a beautifully fresh and realistic tobacco leaf to create an accord.The result? Delicate yet assertive, classic yet modern, light as spring yet redolent of a tobacconists's leather-and-wood scented atelier, Cuir de Chine is a seamless balancing act of opposites that smoothly draws you into its elegant, romantic world that almost incites visions of sepia-tinted daguerreotype photographed flowers.As Cuir de Chine dries down and continues to bloom on skin, the oscillation between fresh and funky continues apace, as a fatty and indolic jasmine and bright herbal clary sage echo the osmanthus and tobacco leaf pairing to create what almost smells like an aromatic Chinese tea softened with milk, or curiously, even perfume-scented money.There's no doubt everyone's skin will highlight a different aspect of this paradoxical perfume, but one thing is for sureîî it will smell amazing."," Chinese osmanthus absolute 1%, Chinese osmanthusìalcoolatîù Grand Cru 10%, Turkishìtabac blondîù absolute .2%, Alpine clary sage",https://static.luckyscent.com/images/products/827005.jpg?width=400&404=product.png
Rose Millesimee Extrait de Parfum,1859,Jovoy Paris," Powerful yet fresh, sensual yet subtle, Rose Millesimee is an intimate portrait of Centifolia Rose in all of its fresh, spicy splendor. In the talented hands of Vanina Murraciole, this exquisite soliflore is a portrait not only of Grasse's most treasured native flower, but of the region itself, bursting with vivacious natural beauty and deeply romantic effect. A perfect dash of vibrant spice and a sweet, crisp candied apple note enhance the inherent freshness of Centifolia, while a smoothly musky base brings in a touch of Bulgarian rose to supplement the deeper, more carnal floral tones. The result is a true rose soliflore, showcasing the sublime simplicity of letting something naturally luxurious speak for itself. We've been blessed with some incredible rose scents already this year, but Rose Millesimee may well be the best of the bunch."," Clove, candied apple, Centifolia rose, white musks, Bulgarian rose",https://static.luckyscent.com/images/products/61617.jpg?width=400&404=product.png
Delina Hair Mist,1384,Parfums de Marly," Parfums de Marly's flagship feminine scent is now available as a fine hair mist, presented in an easily-transportable bottle designed to be carried all day. Enjoy the sweet, juicy fruits and smooth, elegant florals layered atop sumptuous vanilla and musk no matter where the day takes you by gently spraying a mist on the length and tips of the hair. Designed as the perfect companion to the Eau de Parfum, this exceptional Hair Mist can also be used all on its own to provide a subtle but lingering sillage."," Bergamot, lychee, rhubarb, nutmeg, Turkish rose, vanilla, musk, Haitian vetiver, cedar, frankincense, cashmeran",https://static.luckyscent.com/images/products/70029.jpg?width=400&404=product.png
Cuoio Dei Dolci Eau de Parfum,2911,La Via Del Profumo," Literally translating to ""Sweet Leather,  "" Cuoio dei Dolci is a rare kind of hybrid- one that draws equally from the smoky animalic intensity of leather and the mouthwatering richness of a gourmand to create a perfectly balanced,   exquisitely sensual treasure. This 100% natural confection,   described by none other than Luca Turin as ""a gingerbread ottoman that hits all the buttons,  "" features a heavy dose of castoreum as its primary ingredient- intense,   animalic,   and primally erotic. But lest you worry that Cuoio dei Dolci tilts too far towards the carnal,   a luxurious counterweight of powdered,   vanillic tonka softens the harsh edges,   joining a sweet,   naturalistic tobacco leaf to refine the leather and stir the senses. Supplemental notes of earthy cocoa,   smooth vanilla,   and sweet ylang add to the indulgent sophistication,   while a base of robust,   creamy sandalwood keeps everything at the perfect intersection of the dining room and the smoking parlor. Lovers of sophisticated,   refined,   non-sugary gourmand scents- look no further."," Castoreum, tonka, tobacco, cocoa, mandarin, mysore sandalwood, ylang ylang, vanilla.",https://static.luckyscent.com/images/products/81611.jpg?width=400&404=product.png
Notorious Oud Eau de Parfum,2441,D.S. and Durga," With Notorious Oud,  D.S. & Durga pay tribute to one of the greatest legends to ever emerge from their home borough of Brooklyn- Christopher Wallace,  better known as The Notorious B.I.G. But if you think the inspiration is merely surface level,  you're dead wrong- like the charming,  rough-edged,  impossibly clever rhymes of Frank White himself,  Notorious Oud showcases a versatile and often misunderstood fragrant ingredient with the type of irreverent panache that leaves competitors sputtering like the Madd Rapper. Biggie references aside,  how does Notorious Oud actually smell? Start with the oud itself,  a rich Indonesian specimen (""smell the Indonesia, "" as the great man once rapped) with a robust balance of smoky,  earthy,  and animalic tones. Afghani saffron and white galbanum enhance the green,  spicy energy,  while a lush Bulgarian rose feels as smooth and suave as Big Poppa. We could go on,  but we'll leave you instead with one last Biggie quote to capture how we feel about Notorious Oud: ""Stay far from timid/only make moves when your heart's in it/and live the phrase sky's the limit..."""," Saffron, camphor, white galbanum, oud, rose, lavender, civet, cetalox, papyrus",https://static.luckyscent.com/images/products/686084.jpg?width=400&404=product.png
Metallique Eau de Parfum,1669,TOM FORD Signature," WILLFUL. FEARLESS. ADDICTIVE.Forged with elegant brilliance, TOM FORD METALLIQUE mesmerizes its admirers with a pulsating flash of modern, resolute femininity, willful, luminous and in full bloom. A high-shine armor of addictive aldehydes envelop its reverberating core of sensuous white flowers, like a metal Venus in fleurs.Like an armored embroidered dress, the metallic sheath of lighter-than-air aldehydes opens the scent like a second skin, the collision of crisp vert de bergamote and pink peppercorn further steeling the insatiability of the first impression.Beneath its cool veneer, Metallique's floral heart is amplified by juxtaposing delicate white blossoms of aubepine and muguet with the narcotic-like nectar of heliotrope.An aura of ambrette seed imparts warmth with woody inflections of Peru balsam. The soft scent of vanilla and creamy sandalwood layer an addictive, contrasting finish that further drives the metallic suiting of the open. Click Here For Ingredients √óClose Metallique by TOM FORD Signature Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.","Bergamote, Pink peppercorn, Aubepine, Muguet, Nectar of Heliotrope, Vanilla, Sandalwood",https://static.luckyscent.com/images/products/807001.jpg?width=400&404=product.png
Fougere Emeraude Eau de Parfum,2307,Les Indemodables," A tuberose foug√®re. That's not something you hear about every day, but once you smell it in Foug√®re Emeraude, it seems like the perfect way to both highlight and steer this floral note in an interesting direction that deconstructs the gender categories a floral or a foug√®re would ordinarily suggest.But if you love tuberose, don't worry, Foug√®re Emeraude hands it to you in a hefty 15 percent dose, with all of its sweet creaminess and subtle green accents. No waiting in the wings for this oneîîit gets right down to business at first sniff. It's supported by a Moroccan mimosa absolute, honeyed and bright, extracted at Les Ind√©modable's lab from hand-selected flower buds only îî no stems allowed.Lavender and clary sage add a haunting, aromatic quality to Foug√®re Emeraude, along with subtle spiciness, while tonka smooths out the entire composition with its comforting facets of vanilla and cinnamon. The care with which each ingredient is sourced and extracted by Les Ind√©modables is evident once again in Foug√®re Emeraude, and by the time this rests and dries down on your skin, the subtle harmonies among the notes, thanks to perfumer Florence Fouillet Dubois, meld to create something delicious, complex, and unlike anything we've smelled before."," Indian Tuberose, French lavender Grand Cru, Venezuelan tonka absolute, Moroccan Mimosa absolute Grand Cru, Alpine clary sage",https://static.luckyscent.com/images/products/827007.jpg?width=400&404=product.png
Gentle fluidity Silver Eau de Parfum,2390,Maison Francis Kurkdjian," Gentle fluidity ñ note the small f ñ is part of perfumer Francis Kurkdjian's experiment to see what happens when you set out with an identical set of notes but head off in two separate directions. The result? A complementary (but utterly different) pair of fragrances - gentle Fluidity (Gold) and Gentle fluidity (Silver) ñ that prove that a painter's palette is just a starting point and that the magic only happens when the painter picks up his brush. Two distinct forms emerge from the master's art ñ one for him and one for her. Both sharing the same DNA.Gentle fluidity (Silver) is the fresher of this charming duo. Immediately, the fresh gin-and-tonic fizz of juniper berry dominates, followed closely by a spiced woody note that's not quite as sharp as pine but still redolent of the cool, aromatic aroma of a coniferous forest. The coriander lends a metallic, peppery sheen to the woods that lifts the ashy greenness of the traditional foug√®re-like accord in the heart and modernizes it for the young professional we see this fitting to a T. Crisp, fresh, and with a certain champagne-like sparkle that connects the dots to its warmer, richer Gold counterpart, Gentle fluidity (Silver) is the kind of scent you can dress up with a white shirt and tie, or dress down in khakis, and it will never be less than perfect."," Juniper, nutmeg, coriander, musk, amber, woods, vanilla",https://static.luckyscent.com/images/products/49887.jpg?width=400&404=product.png
gentle Fluidity Gold Eau de Parfum,1112,Maison Francis Kurkdjian," gentle Fluidity ñ note the small g ñ is part of perfumer Francis Kurkdjian's experiment to see what happens when you set out with an identical set of notes but head off in two separate directions. The result? A complementary (but utterly different) pair of fragrances - gentle Fluidity (Gold) and Gentle fluidity (Silver) ñ that prove that a painter's palette is just a starting point and that the magic only happens when the painter picks up his brush. Two distinct forms emerge from the master's art ñ one for him and one for her. Both sharing the same DNA.gentle Fluidity (Gold) is the richer, more indulgent counterpart in the series. The sharp, aromatic freshness of the juniper and coriander of Gentle fluidity (Silver) has been dialed right back to allow the lush, almost syrupy vanilla-amber pairing take center stage, filling the air with its assertively sweet creaminess. The spice in gentle Fluidity is subtle but noticeable, the coriander berry in particular lending a gently champagne-like fizz that lifts the sultry vanilla pudding accord and gives it a metallic sparkle. Warm, sensuous, and as cozy as a cat on a lap, gentle Fluidity (Gold) is just the kind of thing you need when the world is all sharp angles and hard elbows."," Juniper, nutmeg, coriander, musk, amber, woods, vanilla",https://static.luckyscent.com/images/products/49888.jpg?width=400&404=product.png
Oriental Velours Eau de Parfum,1515,Les Indemodables," Oriental Velours is as plush as its name suggests, plunging you into a hypnotic reverie of warm, spicy resins, creamy vanilla, and aromatic notes recalling bracing woods and pine needles. Its centerpiece is myrrh, with its woody, subtle licorice facet which finds resonance with vanilla and what smells like a hint of cinnamon. Although the church incense quality of myrrh isn't overdone here, there's certainly enough to subliminally suggest rituals and to possibly incite devotion at its perfumed altar.An almost smoky vetiver pulls the warm notes of Oriental Velours together with its brightness and elegance, adding some lightness to the otherwise nocturnal character of this fragrance. Like all of the fragrances in Les Ind√©modables' collection, there's a seamless melding together of notes in Oriental Velours that quietly draws you in with its mysterious beauty."," Indian jasmine alcoolat ìGrand Cruîù 5%, Madagascan vanilla ìGrand Cruîù 2.5%, Somalian myrrh 15%, Haitian vetiverìGrand Cruîù 10%, Alpine spruce oil",https://static.luckyscent.com/images/products/827006.jpg?width=400&404=product.png
Musk Cologne Eau de Parfum,2060,Bortnikoff," When you have access to raw materials as exceptionally high quality as those used in Bortnikoff scents, the word ""cologne"" should never be mistaken to mean a fragrance is light or fleeting. Instead, it's an invitation to discover the tremendous amount of depth that the traditionally fresh style can contain- something we first learned with their ambergris-laden Amber Cologne. But Musk Cologne is something else altogether, an arresting combination of vibrant citrus, smooth florals, and rich, warm musk that thrums with sensual energy that simply must be experienced to be believed. Gently spicy, subtly smoky, and compellingly animalic, this is a musk note of remarkable sophistication, so striking that it upends the staid expectations for an eau-de-cologne style fragrance and reinvents it as something potent and seductive, even while maintaining a cheerful and energetic exterior. Or to put it another way- you've never smelled a cologne quite like this."," Bergamot, lemon, tangerine, sweet orange, green tea, lily of the valley, magnolia, tuberose, ylang ylang, deer musk, sandalwood, gaiac",https://static.luckyscent.com/images/products/804009.jpg?width=400&404=product.png
Mandarino di Sicilia Eau de Parfum,1400,Perris Monte Carlo," With so many wonderful new citrus fragrances available this summer, what makes Mandarino di Sicilia stand out from the crowd? The answer might sound silly but, well- it's the mandarin. Specifically, three unique fractional essential oils of mandarin- delicate, nuanced green mandarin, rich, juicy yellow mandarin, and a third distillation capturing a bitter, bracing orange essence. The result is a dazzling portrait of citrus in full, further enhanced with petitgrain and orange blossom, and given form and weight with fruity amber and a dashing note of geranium. Fresh, bright, and sophisticated, Mandarino di Sicilia is a burst of citrus sunshine for even the most discerning tastes."," Green mandarin, bitter orange, yellow mandarin, petitgrain, Jasmin, geranium, orange blossom, cedar, amber, musk",https://static.luckyscent.com/images/products/702051.jpg?width=400&404=product.png
Bergamotto di Calabria Eau de Parfum,2650,Perris Monte Carlo," The oldest and most revered method for extracting Calabrian bergamot oil is performed by hand using a specially curved knife and a natural sponge. It's a painstaking process, requiring 200kg of fruit for a single litre of essential oil, and thus it is rarely employed today, but it sidesteps the quality control issues inherent in mechanical extraction to produce a fragrant essence of the most delicate, complex quality, a perfect blend of tart, juicy freshness and smooth, sophisticated floral tones. It's this uniquely exceptional bergamot that defines the character of Bergamotto di Calabria, supplemented with a fiery jolt of ban timur and pink peppers, smoothed with a delicate white floral heart, and given warm, creamy depth with a musky sandalwood base. It's the absolute best that the old ways have to offer, made exceptional with just a touch of the new."," Bergamot, petitgrain, timur pepper, pink pepper, orange flower, neroli, orange blossom, jasmine, iris, sandalwood, vetiver, musk",https://static.luckyscent.com/images/products/702052.jpg?width=400&404=product.png
Arancia di Sicilia Eau de Parfum,2684,Perris Monte Carlo," In perfumery the essential oil from bitter oranges carries greater value than that of more common sweeter varieties. The Sanguinella Orange is the exception to the rule due to its exceptionally high quality. Cultivated on the slopes of Mount Etna, the fruit grown here stands out due to its intense red color and complex, aromatic sweetness. In Arancia di Sicilia, the pure essence of this dynamic citrus is brought to life through two laborious manual extraction processes whose oils are blended together to produce an accord which fuses the energy and character of citrus with an enveloping natural sweetness. The scent's heart is enhanced with almond, vanilla and cinnamon, followed by base notes revealing soft musk and amber, and then finally the intense aroma of coffee absolute. Arancia Di Sicilia celebrates the flavors and scents of Sicily, creating the warm atmosphere of Sicilian mornings, the flavor of invigorating orange juice and the sweetness of pure candy- a tribute to the island and a delight for the senses."," Blood orange (brown extraction & sfuma torchio extraction), almond, cinnamon, labdanum, coffee, iris, musk, amber",https://static.luckyscent.com/images/products/702053.jpg?width=400&404=product.png
Soleil d'Italie Eau de Parfum,1942,Mancera," Spicy, sexy, and blissfully sunny, Soleil d'Italie is a delightful romp across the Italian coastline. Modern yet timeless, it combines effervescent notes of bright and juicy citrus with sweet, light rose, and spicy vetiver to produce a fragrance of dynamic freshness. As it dries, a warm, soothing amber perfectly evokes the deeply comforting feeling of sun-soaked skin after a long day of outdoor revelry. Sensual and impressively long-lasting, Soleil d'Italie feels like it's destined to become a modern summertime go-to, the kind of simple, yet unforgettable scent perfect for every beach day, backyard party, and road trip from now until the leaves change. Whether your summer plans are taking you to Italy or Indiana, Soleil d'Italie is a delicious taste of la dolce vita."," Pink pepper, cardamom, bergamot, bitter orange, mandarin, lime, aquatic notes, patchouli, rose, vetiver, cedar, ambergris, white musk, gaiac",https://static.luckyscent.com/images/products/649040.jpg?width=400&404=product.png
Safran Colognise Extrait de Cologne,2933,Nishane," Since its debut last year, Nishane's Colognise- a lovely and invigorating re-imagining of the fresh lemon cologne kept on-hand in most Turkish households- has been an office favorite, a striking yet casual scent perfect for any situation. Now, with Safran Colognise, they've brought back the core of the fragrance with a pronounced dash of fiery saffron, and the result is strikingly unique- a fragrance with the delightful energy of the original, but a robust, exotic character all its own. Safran Colognise's bright, citrussy opening will be familiar to fans of the original, but it arrives right away with a twist all its own- the tropical juiciness of passionfruit, which helps open the palate to the rich spiciness of saffron, combined with pink pepper for a powerful heart that maintains an airy freshness- less herbaceous than its predecessor but still recognizable and bright. A drydown that adds salty ambergris and leather to the mix preserves the spicy power, while also adding some additional longevity to the musky formula of the original. Robust and vivacious, Safran Colognise is an intoxicating new take on a classic."," Cedrat, passion fruit, pink grapefruit, saffron, magnolia, pink pepper, musk, ambergris, leather",https://static.luckyscent.com/images/products/774057.jpg?width=400&404=product.png
